"Plot Title: OFF_Sal"
"#","Date Time, GMT-10:00","Low Range, μS/cm (LGR S/N: 20739347, SEN S/N: 20739347)","High Range, μS/cm (LGR S/N: 20739347, SEN S/N: 20739347)","Temp, °C (LGR S/N: 20739347, SEN S/N: 20739347)","Specific Conductance, μS/cm (LGR S/N: 20739347)","Coupler Detached (LGR S/N: 20739347)","Coupler Attached (LGR S/N: 20739347)","Host Connected (LGR S/N: 20739347)","Stopped (LGR S/N: 20739347)","End Of File (LGR S/N: 20739347)"
105,07/27/26 07:14:00 AM,33489.7,16623.5,40.47,,,,,,
106,07/27/26 07:15:00 AM,33489.7,16140.4,40.47,,,,,,
107,07/27/26 07:16:00 AM,33489.7,16198.5,40.47,,,,,,
108,07/27/26 07:17:00 AM,4008.0,3519.5,40.47,,,,,,
109,07/27/26 07:18:00 AM,3745.5,3287.5,40.47,,,,,,
110,07/27/26 07:19:00 AM,6366.4,5542.1,40.47,,,,,,
111,07/27/26 07:20:00 AM,6376.3,5542.8,40.47,,,,,,
112,07/27/26 07:21:00 AM,6110.9,5311.3,40.47,,,,,,
113,07/27/26 07:22:00 AM,6035.9,5251.7,40.47,,,,,,
114,07/27/26 07:23:00 AM,5804.9,5061.3,40.47,,,,,,
115,07/27/26 07:24:00 AM,5859.6,5096.8,40.47,,,,,,
116,07/27/26 07:25:00 AM,5613.1,4880.5,40.47,,,,,,
117,07/27/26 07:26:00 AM,5343.1,4682.5,40.47,,,,,,
118,07/27/26 07:27:00 AM,5055.5,4417.4,40.47,,,,,,
119,07/27/26 07:28:00 AM,29590.4,15378.3,40.47,,,,,,
120,07/27/26 07:29:00 AM,28737.2,15327.9,40.47,,,,,,
121,07/27/26 07:30:00 AM,28838.9,15331.1,40.47,,,,,,
122,07/27/26 07:31:00 AM,381.8,319.1,40.47,,,,,,
123,07/27/26 07:32:00 AM,412.6,354.9,40.47,,,,,,
124,07/27/26 07:33:00 AM,549.9,451.0,40.47,,,,,,
125,07/27/26 07:34:00 AM,547.4,449.0,40.47,,,,,,
126,07/27/26 07:35:00 AM,548.9,450.5,40.47,,,,,,
127,07/27/26 07:36:00 AM,550.3,451.4,40.47,,,,,,
128,07/27/26 07:37:00 AM,558.6,462.2,40.47,,,,,,
129,07/27/26 07:38:00 AM,527.9,439.3,40.47,,,,,,
130,07/27/26 07:39:00 AM,524.5,441.2,40.47,,,,,,
131,07/27/26 07:40:00 AM,554.2,459.2,40.47,,,,,,
132,07/27/26 07:41:00 AM,548.9,453.9,40.47,,,,,,
133,07/27/26 07:42:00 AM,549.4,454.8,40.47,,,,,,
134,07/27/26 07:43:00 AM,547.9,452.9,40.47,,,,,,
135,07/27/26 07:44:00 AM,554.7,457.3,40.47,,,,,,
136,07/27/26 07:45:00 AM,558.6,461.2,40.47,,,,,,
137,07/27/26 07:46:00 AM,562.6,464.6,40.47,,,,,,
138,07/27/26 07:47:00 AM,588.5,484.2,40.47,,,,,,
139,07/27/26 07:48:00 AM,570.9,469.5,40.47,,,,,,
140,07/27/26 07:49:00 AM,547.9,485.6,40.47,,,,,,
141,07/27/26 07:50:00 AM,548.4,458.7,40.47,,,,,,
142,07/27/26 07:51:00 AM,548.4,474.9,40.47,,,,,,
143,07/27/26 07:52:00 AM,531.3,447.1,40.47,,,,,,
144,07/27/26 07:53:00 AM,552.3,466.6,40.47,,,,,,
145,07/27/26 07:54:00 AM,568.4,461.2,40.47,,,,,,
146,07/27/26 07:55:00 AM,528.4,441.2,40.47,,,,,,
147,07/27/26 07:56:00 AM,543.0,443.7,40.47,,,,,,
148,07/27/26 07:57:00 AM,561.1,461.7,40.47,,,,,,
149,07/27/26 07:58:00 AM,534.7,440.7,40.47,,,,,,
150,07/27/26 07:59:00 AM,536.2,443.2,40.47,,,,,,
151,07/27/26 08:00:00 AM,577.2,464.6,40.47,,,,,,
152,07/27/26 08:01:00 AM,530.8,436.4,40.47,,,,,,
153,07/27/26 08:02:00 AM,513.8,412.6,40.47,,,,,,
154,07/27/26 08:03:00 AM,539.1,444.6,40.47,,,,,,
155,07/27/26 08:04:00 AM,488.5,386.1,40.47,,,,,,
156,07/27/26 08:05:00 AM,529.4,436.8,40.47,,,,,,
157,07/27/26 08:06:00 AM,526.0,434.9,40.47,,,,,,
158,07/27/26 08:07:00 AM,508.9,431.0,40.47,,,,,,
159,07/27/26 08:08:00 AM,517.2,431.5,40.47,,,,,,
160,07/27/26 08:09:00 AM,519.1,429.6,40.47,,,,,,
161,07/27/26 08:10:00 AM,517.2,427.1,40.47,,,,,,
162,07/27/26 08:11:00 AM,521.1,430.5,40.47,,,,,,
163,07/27/26 08:12:00 AM,529.4,437.3,40.47,,,,,,
164,07/27/26 08:13:00 AM,537.2,443.7,40.47,,,,,,
165,07/27/26 08:14:00 AM,540.1,446.1,40.47,,,,,,
166,07/27/26 08:15:00 AM,540.1,445.6,40.47,,,,,,
167,07/27/26 08:16:00 AM,504.5,416.5,40.47,,,,,,
168,07/27/26 08:17:00 AM,481.2,395.2,40.47,,,,,,
169,07/27/26 08:18:00 AM,461.9,378.4,40.47,,,,,,
170,07/27/26 08:19:00 AM,439.1,358.2,40.47,,,,,,
171,07/27/26 08:20:00 AM,429.0,347.2,40.47,,,,,,
172,07/27/26 08:21:00 AM,420.3,340.1,40.47,,,,,,
173,07/27/26 08:22:00 AM,350.2,277.0,40.47,,,,,,
174,07/27/26 08:23:00 AM,330.1,258.7,40.47,,,,,,
175,07/27/26 08:24:00 AM,312.4,241.4,40.47,,,,,,
176,07/27/26 08:25:00 AM,310.5,239.5,40.47,,,,,,
177,07/27/26 08:26:00 AM,307.7,236.7,40.47,,,,,,
178,07/27/26 08:27:00 AM,304.8,233.9,40.47,,,,,,
179,07/27/26 08:28:00 AM,308.1,236.2,40.47,,,,,,
180,07/27/26 08:29:00 AM,369.3,291.7,40.47,,,,,,
181,07/27/26 08:30:00 AM,364.5,286.5,40.47,,,,,,
182,07/27/26 08:31:00 AM,350.2,274.7,40.47,,,,,,
183,07/27/26 08:32:00 AM,339.7,265.3,40.47,,,,,,
184,07/27/26 08:33:00 AM,327.2,254.5,40.47,,,,,,
185,07/27/26 08:34:00 AM,325.8,253.1,40.47,,,,,,
186,07/27/26 08:35:00 AM,322.5,249.8,40.47,,,,,,
187,07/27/26 08:36:00 AM,319.6,244.7,40.47,,,,,,
188,07/27/26 08:37:00 AM,303.9,233.9,40.47,,,,,,
189,07/27/26 08:38:00 AM,281.0,214.4,40.47,,,,,,
190,07/27/26 08:39:00 AM,271.0,202.3,40.47,,,,,,
191,07/27/26 08:40:00 AM,256.8,191.2,40.47,,,,,,
192,07/27/26 08:41:00 AM,239.3,175.5,40.47,,,,,,
193,07/27/26 08:42:00 AM,170.0,118.8,40.47,,,,,,
194,07/27/26 08:43:00 AM,163.9,116.5,40.47,,,,,,
195,07/27/26 08:44:00 AM,162.5,112.9,40.47,,,,,,
196,07/27/26 08:45:00 AM,156.4,110.2,40.47,,,,,,
197,07/27/26 08:46:00 AM,152.2,108.8,40.47,,,,,,
198,07/27/26 08:47:00 AM,148.5,112.9,40.47,,,,,,
199,07/27/26 08:48:00 AM,145.7,106.1,40.47,,,,,,
200,07/27/26 08:49:00 AM,144.3,105.2,40.47,,,,,,
201,07/27/26 08:50:00 AM,142.9,104.3,40.47,,,,,,
202,07/27/26 08:51:00 AM,142.9,103.4,40.47,,,,,,
203,07/27/26 08:52:00 AM,141.5,103.0,40.47,,,,,,
204,07/27/26 08:53:00 AM,137.7,102.5,40.47,,,,,,
205,07/27/26 08:54:00 AM,135.4,101.1,40.47,,,,,,
206,07/27/26 08:55:00 AM,131.6,101.1,40.47,,,,,,
207,07/27/26 08:56:00 AM,130.2,100.7,40.47,,,,,,
208,07/27/26 08:57:00 AM,128.8,100.7,40.47,,,,,,
209,07/27/26 08:58:00 AM,127.0,99.3,40.47,,,,,,
210,07/27/26 08:59:00 AM,124.2,98.0,40.47,,,,,,
211,07/27/26 09:00:00 AM,120.9,96.2,40.47,,,,,,
212,07/27/26 09:01:00 AM,119.5,95.3,40.47,,,,,,
213,07/27/26 09:02:00 AM,117.2,93.9,40.47,,,,,,
214,07/27/26 09:03:00 AM,115.8,93.0,40.47,,,,,,
215,07/27/26 09:04:00 AM,111.6,91.7,40.47,,,,,,
216,07/27/26 09:05:00 AM,108.8,89.4,40.47,,,,,,
217,07/27/26 09:06:00 AM,106.5,87.6,40.47,,,,,,
218,07/27/26 09:07:00 AM,103.7,86.3,40.47,,,,,,
219,07/27/26 09:08:00 AM,99.9,84.0,40.47,,,,,,
220,07/27/26 09:09:00 AM,96.7,82.7,40.47,,,,,,
221,07/27/26 09:10:00 AM,95.3,81.8,40.47,,,,,,
222,07/27/26 09:11:00 AM,92.0,79.5,40.47,,,,,,
223,07/27/26 09:12:00 AM,88.8,77.7,40.47,,,,,,
224,07/27/26 09:13:00 AM,86.9,76.4,40.47,,,,,,
225,07/27/26 09:14:00 AM,84.6,74.6,40.47,,,,,,
226,07/27/26 09:15:00 AM,80.9,72.3,40.47,,,,,,
227,07/27/26 09:16:00 AM,77.2,69.6,40.47,,,,,,
228,07/27/26 09:17:00 AM,74.4,68.3,40.47,,,,,,
229,07/27/26 09:18:00 AM,70.7,65.6,40.47,,,,,,
230,07/27/26 09:19:00 AM,66.0,62.5,40.47,,,,,,
231,07/27/26 09:20:00 AM,62.8,59.8,40.47,,,,,,
232,07/27/26 09:21:00 AM,60.5,57.1,40.47,,,,,,
233,07/27/26 09:22:00 AM,56.8,54.4,40.47,,,,,,
234,07/27/26 09:23:00 AM,50.7,0.0,40.47,,,,,,
235,07/27/26 09:24:00 AM,45.7,0.0,40.47,,,,,,
236,07/27/26 09:25:00 AM,42.0,0.0,40.47,,,,,,
237,07/27/26 09:26:00 AM,0.0,0.0,40.47,,,,,,
238,07/27/26 09:27:00 AM,0.0,0.0,40.47,,,,,,
239,07/27/26 09:28:00 AM,0.0,0.0,40.47,,,,,,
240,07/27/26 09:29:00 AM,0.0,0.0,40.47,,,,,,
241,07/27/26 09:30:00 AM,0.0,0.0,40.47,,,,,,
242,07/27/26 09:31:00 AM,0.0,0.0,40.47,,,,,,
243,07/27/26 09:32:00 AM,0.0,0.0,40.47,,,,,,
244,07/27/26 09:33:00 AM,0.0,0.0,40.47,,,,,,
245,07/27/26 09:34:00 AM,0.0,0.0,40.47,,,,,,
246,07/27/26 09:35:00 AM,0.0,0.0,40.47,,,,,,
247,07/27/26 09:36:00 AM,0.0,0.0,40.47,,,,,,
248,07/27/26 09:37:00 AM,0.0,0.0,40.47,,,,,,
249,07/27/26 09:38:00 AM,0.0,0.0,40.47,,,,,,
250,07/27/26 09:39:00 AM,0.0,0.0,40.47,,,,,,
251,07/27/26 09:40:00 AM,0.0,0.0,40.47,,,,,,
252,07/27/26 09:41:00 AM,0.0,0.0,40.47,,,,,,
253,07/27/26 09:42:00 AM,0.0,0.0,40.47,,,,,,
254,07/27/26 09:43:00 AM,0.0,0.0,40.47,,,,,,
255,07/27/26 09:44:00 AM,0.0,0.0,40.47,,,,,,
256,07/27/26 09:45:00 AM,0.0,0.0,40.47,,,,,,
257,07/27/26 09:46:00 AM,0.0,0.0,40.47,,,,,,
258,07/27/26 09:47:00 AM,0.0,0.0,40.47,,,,,,
259,07/27/26 09:48:00 AM,0.0,0.0,40.47,,,,,,
260,07/27/26 09:49:00 AM,0.0,0.0,40.47,,,,,,
261,07/27/26 09:50:00 AM,0.0,0.0,40.47,,,,,,
262,07/27/26 09:51:00 AM,0.0,0.0,40.47,,,,,,
263,07/27/26 09:52:00 AM,0.0,0.0,40.47,,,,,,
264,07/27/26 09:53:00 AM,0.0,0.0,40.47,,,,,,
265,07/27/26 09:54:00 AM,0.0,0.0,40.47,,,,,,
266,07/27/26 09:55:00 AM,0.0,0.0,40.47,,,,,,
267,07/27/26 09:56:00 AM,0.0,0.0,40.47,,,,,,
268,07/27/26 09:57:00 AM,0.0,0.0,40.47,,,,,,
269,07/27/26 09:58:00 AM,0.0,0.0,40.47,,,,,,
270,07/27/26 09:59:00 AM,0.0,0.0,40.47,,,,,,
271,07/27/26 10:00:00 AM,0.0,0.0,40.47,,,,,,
272,07/27/26 10:01:00 AM,0.0,0.0,40.47,,,,,,
273,07/27/26 10:02:00 AM,0.0,0.0,40.47,,,,,,
274,07/27/26 10:03:00 AM,0.0,0.0,40.47,,,,,,
275,07/27/26 10:04:00 AM,0.0,0.0,40.47,,,,,,
276,07/27/26 10:05:00 AM,0.0,0.0,40.47,,,,,,
277,07/27/26 10:06:00 AM,0.0,0.0,40.47,,,,,,
278,07/27/26 10:07:00 AM,0.0,0.0,40.47,,,,,,
279,07/27/26 10:08:00 AM,0.0,0.0,40.47,,,,,,
280,07/27/26 10:09:00 AM,0.0,0.0,40.47,,,,,,
281,07/27/26 10:10:00 AM,0.0,0.0,40.47,,,,,,
282,07/27/26 10:11:00 AM,0.0,0.0,40.47,,,,,,
283,07/27/26 10:12:00 AM,0.0,0.0,40.47,,,,,,
284,07/27/26 10:13:00 AM,0.0,0.0,40.47,,,,,,
285,07/27/26 10:14:00 AM,0.0,0.0,40.47,,,,,,
286,07/27/26 10:15:00 AM,0.0,0.0,40.47,,,,,,
287,07/27/26 10:16:00 AM,0.0,0.0,40.47,,,,,,
288,07/27/26 10:17:00 AM,0.0,0.0,40.47,,,,,,
289,07/27/26 10:18:00 AM,0.0,0.0,40.47,,,,,,
290,07/27/26 10:19:00 AM,0.0,0.0,40.47,,,,,,
291,07/27/26 10:20:00 AM,0.0,0.0,40.47,,,,,,
292,07/27/26 10:21:00 AM,0.0,0.0,40.47,,,,,,
293,07/27/26 10:22:00 AM,0.0,0.0,40.47,,,,,,
294,07/27/26 10:23:00 AM,0.0,0.0,40.47,,,,,,
295,07/27/26 10:24:00 AM,0.0,0.0,40.47,,,,,,
296,07/27/26 10:25:00 AM,0.0,0.0,40.47,,,,,,
297,07/27/26 10:26:00 AM,0.0,0.0,40.47,,,,,,
298,07/27/26 10:27:00 AM,0.0,0.0,40.47,,,,,,
299,07/27/26 10:28:00 AM,0.0,0.0,40.47,,,,,,
300,07/27/26 10:29:00 AM,0.0,0.0,40.47,,,,,,
301,07/27/26 10:30:00 AM,0.0,0.0,40.47,,,,,,
302,07/27/26 10:31:00 AM,0.0,0.0,40.47,,,,,,
303,07/27/26 10:32:00 AM,0.0,0.0,40.47,,,,,,
304,07/27/26 10:33:00 AM,0.0,0.0,40.47,,,,,,
305,07/27/26 10:34:00 AM,0.0,0.0,40.47,,,,,,
306,07/27/26 10:35:00 AM,0.0,0.0,40.47,,,,,,
307,07/27/26 10:36:00 AM,0.0,0.0,40.47,,,,,,
308,07/27/26 10:37:00 AM,0.0,0.0,40.47,,,,,,
309,07/27/26 10:38:00 AM,0.0,0.0,40.47,,,,,,
310,07/27/26 10:39:00 AM,0.0,0.0,40.47,,,,,,
311,07/27/26 10:40:00 AM,0.0,0.0,40.47,,,,,,
312,07/27/26 10:41:00 AM,0.0,0.0,40.47,,,,,,
313,07/27/26 10:42:00 AM,0.0,0.0,40.47,,,,,,
314,07/27/26 10:43:00 AM,0.0,0.0,40.47,,,,,,
315,07/27/26 10:44:00 AM,0.0,0.0,40.47,,,,,,
316,07/27/26 10:45:00 AM,0.0,0.0,40.47,,,,,,
317,07/27/26 10:46:00 AM,0.0,0.0,40.47,,,,,,
318,07/27/26 10:47:00 AM,0.0,0.0,40.47,,,,,,
319,07/27/26 10:48:00 AM,0.0,0.0,40.47,,,,,,
320,07/27/26 10:49:00 AM,0.0,0.0,40.47,,,,,,
321,07/27/26 10:50:00 AM,0.0,0.0,40.47,,,,,,
322,07/27/26 10:51:00 AM,0.0,0.0,40.47,,,,,,
323,07/27/26 10:52:00 AM,0.0,0.0,40.47,,,,,,
324,07/27/26 10:53:00 AM,0.0,0.0,40.47,,,,,,
325,07/27/26 10:54:00 AM,0.0,0.0,40.47,,,,,,
326,07/27/26 10:55:00 AM,0.0,0.0,40.47,,,,,,
327,07/27/26 10:56:00 AM,0.0,0.0,40.47,,,,,,
328,07/27/26 10:57:00 AM,0.0,0.0,40.47,,,,,,
329,07/27/26 10:58:00 AM,0.0,0.0,40.47,,,,,,
330,07/27/26 10:59:00 AM,0.0,0.0,40.47,,,,,,
331,07/27/26 11:00:00 AM,0.0,0.0,40.47,,,,,,
332,07/27/26 11:01:00 AM,0.0,0.0,40.47,,,,,,
333,07/27/26 11:02:00 AM,0.0,0.0,40.47,,,,,,
334,07/27/26 11:03:00 AM,0.0,0.0,40.47,,,,,,
335,07/27/26 11:04:00 AM,0.0,0.0,40.47,,,,,,
336,07/27/26 11:05:00 AM,0.0,0.0,40.47,,,,,,
337,07/27/26 11:06:00 AM,0.0,0.0,40.47,,,,,,
338,07/27/26 11:07:00 AM,0.0,0.0,40.47,,,,,,
339,07/27/26 11:08:00 AM,0.0,0.0,40.47,,,,,,
340,07/27/26 11:09:00 AM,0.0,0.0,40.47,,,,,,
341,07/27/26 11:10:00 AM,0.0,0.0,40.47,,,,,,
342,07/27/26 11:11:00 AM,0.0,0.0,40.47,,,,,,
343,07/27/26 11:12:00 AM,0.0,0.0,40.47,,,,,,
344,07/27/26 11:13:00 AM,0.0,0.0,40.47,,,,,,
345,07/27/26 11:14:00 AM,0.0,0.0,40.47,,,,,,
346,07/27/26 11:15:00 AM,0.0,0.0,40.47,,,,,,
347,07/27/26 11:16:00 AM,0.0,0.0,40.47,,,,,,
348,07/27/26 11:17:00 AM,0.0,0.0,40.47,,,,,,
349,07/27/26 11:18:00 AM,0.0,0.0,40.47,,,,,,
350,07/27/26 11:19:00 AM,0.0,0.0,40.47,,,,,,
351,07/27/26 11:20:00 AM,0.0,0.0,40.47,,,,,,
352,07/27/26 11:21:00 AM,0.0,0.0,40.47,,,,,,
353,07/27/26 11:22:00 AM,0.0,0.0,40.47,,,,,,
354,07/27/26 11:23:00 AM,0.0,0.0,40.47,,,,,,
355,07/27/26 11:24:00 AM,0.0,0.0,40.47,,,,,,
356,07/27/26 11:25:00 AM,0.0,0.0,40.47,,,,,,
357,07/27/26 11:26:00 AM,0.0,0.0,40.47,,,,,,
358,07/27/26 11:27:00 AM,0.0,0.0,40.47,,,,,,
359,07/27/26 11:28:00 AM,0.0,0.0,40.47,,,,,,
360,07/27/26 11:29:00 AM,0.0,0.0,40.47,,,,,,
361,07/27/26 11:30:00 AM,0.0,0.0,40.47,,,,,,
362,07/27/26 11:31:00 AM,0.0,0.0,40.47,,,,,,
363,07/27/26 11:32:00 AM,0.0,0.0,40.47,,,,,,
364,07/27/26 11:33:00 AM,0.0,0.0,40.47,,,,,,
365,07/27/26 11:34:00 AM,0.0,0.0,40.47,,,,,,
366,07/27/26 11:35:00 AM,0.0,0.0,40.47,,,,,,
367,07/27/26 11:36:00 AM,0.0,0.0,40.47,,,,,,
368,07/27/26 11:37:00 AM,0.0,0.0,40.47,,,,,,
369,07/27/26 11:38:00 AM,0.0,0.0,40.47,,,,,,
370,07/27/26 11:39:00 AM,0.0,0.0,40.47,,,,,,
