"Plot Title: OFF_Sal"
"#","Date Time, GMT-10:00","Low Range, μS/cm (LGR S/N: 20739347, SEN S/N: 20739347)","High Range, μS/cm (LGR S/N: 20739347, SEN S/N: 20739347)","Temp, °C (LGR S/N: 20739347, SEN S/N: 20739347)","Coupler Detached (LGR S/N: 20739347)","Coupler Attached (LGR S/N: 20739347)","Host Connected (LGR S/N: 20739347)","Stopped (LGR S/N: 20739347)","End Of File (LGR S/N: 20739347)"
42,07/17/26 07:41:00 AM,0.0,0.0,40.47,,,,,
43,07/17/26 07:42:00 AM,0.0,0.0,40.47,,,,,
44,07/17/26 07:43:00 AM,0.0,0.0,40.47,,,,,
45,07/17/26 07:44:00 AM,0.0,0.0,40.47,,,,,
46,07/17/26 07:45:00 AM,0.0,0.0,40.47,,,,,
47,07/17/26 07:46:00 AM,0.0,0.0,40.47,,,,,
48,07/17/26 07:47:00 AM,0.0,0.0,40.47,,,,,
49,07/17/26 07:48:00 AM,0.0,0.0,40.47,,,,,
50,07/17/26 07:49:00 AM,0.0,0.0,40.47,,,,,
51,07/17/26 07:50:00 AM,0.0,0.0,40.47,,,,,
52,07/17/26 07:51:00 AM,0.0,0.0,40.47,,,,,
53,07/17/26 07:52:00 AM,0.0,0.0,40.47,,,,,
54,07/17/26 07:53:00 AM,0.0,0.0,40.47,,,,,
55,07/17/26 07:54:00 AM,0.0,0.0,40.47,,,,,
56,07/17/26 07:55:00 AM,0.0,0.0,40.47,,,,,
57,07/17/26 07:56:00 AM,0.0,0.0,40.47,,,,,
58,07/17/26 07:57:00 AM,0.0,0.0,40.47,,,,,
59,07/17/26 07:58:00 AM,0.0,0.0,40.47,,,,,
60,07/17/26 07:59:00 AM,0.0,0.0,40.47,,,,,
61,07/17/26 08:00:00 AM,0.0,0.0,40.47,,,,,
62,07/17/26 08:01:00 AM,0.0,0.0,40.47,,,,,
63,07/17/26 08:02:00 AM,0.0,0.0,40.47,,,,,
64,07/17/26 08:03:00 AM,0.0,0.0,40.47,,,,,
65,07/17/26 08:04:00 AM,0.0,0.0,40.47,,,,,
66,07/17/26 08:05:00 AM,0.0,0.0,40.47,,,,,
67,07/17/26 08:06:00 AM,0.0,0.0,40.47,,,,,
68,07/17/26 08:07:00 AM,0.0,0.0,40.47,,,,,
69,07/17/26 08:08:00 AM,0.0,0.0,40.47,,,,,
70,07/17/26 08:09:00 AM,0.0,0.0,40.47,,,,,
71,07/17/26 08:10:00 AM,0.0,0.0,40.47,,,,,
72,07/17/26 08:11:00 AM,0.0,0.0,40.47,,,,,
73,07/17/26 08:12:00 AM,0.0,0.0,40.47,,,,,
74,07/17/26 08:13:00 AM,0.0,0.0,40.47,,,,,
75,07/17/26 08:14:00 AM,0.0,0.0,40.47,,,,,
76,07/17/26 08:15:00 AM,0.0,0.0,40.47,,,,,
77,07/17/26 08:16:00 AM,0.0,0.0,40.47,,,,,
78,07/17/26 08:17:00 AM,0.0,0.0,40.47,,,,,
79,07/17/26 08:18:00 AM,0.0,0.0,40.47,,,,,
80,07/17/26 08:19:00 AM,0.0,0.0,40.47,,,,,
81,07/17/26 08:20:00 AM,0.0,0.0,40.47,,,,,
82,07/17/26 08:21:00 AM,0.0,0.0,40.47,,,,,
83,07/17/26 08:22:00 AM,0.0,0.0,40.47,,,,,
84,07/17/26 08:23:00 AM,0.0,0.0,40.47,,,,,
85,07/17/26 08:24:00 AM,0.0,0.0,40.47,,,,,
86,07/17/26 08:25:00 AM,0.0,0.0,40.47,,,,,
87,07/17/26 08:26:00 AM,0.0,0.0,40.47,,,,,
88,07/17/26 08:27:00 AM,0.0,0.0,40.47,,,,,
89,07/17/26 08:28:00 AM,0.0,0.0,40.47,,,,,
90,07/17/26 08:29:00 AM,0.0,0.0,40.47,,,,,
91,07/17/26 08:30:00 AM,0.0,0.0,40.47,,,,,
92,07/17/26 08:31:00 AM,0.0,0.0,40.47,,,,,
93,07/17/26 08:32:00 AM,0.0,0.0,40.47,,,,,
94,07/17/26 08:33:00 AM,0.0,0.0,40.47,,,,,
95,07/17/26 08:34:00 AM,0.0,0.0,40.47,,,,,
96,07/17/26 08:35:00 AM,0.0,0.0,40.47,,,,,
97,07/17/26 08:36:00 AM,0.0,0.0,40.47,,,,,
98,07/17/26 08:37:00 AM,11573.0,10033.3,40.47,,,,,
99,07/17/26 08:38:00 AM,29282.1,16636.3,40.47,,,,,
100,07/17/26 08:39:00 AM,28906.9,16542.2,40.47,,,,,
101,07/17/26 08:40:00 AM,33489.7,17883.2,40.47,,,,,
102,07/17/26 08:41:00 AM,33489.7,17868.4,40.47,,,,,
103,07/17/26 08:42:00 AM,33489.7,17710.9,40.47,,,,,
104,07/17/26 08:43:00 AM,33489.7,17375.5,40.47,,,,,
105,07/17/26 08:44:00 AM,33489.7,17397.2,40.47,,,,,
106,07/17/26 08:45:00 AM,33489.7,17104.8,40.47,,,,,
107,07/17/26 08:46:00 AM,33489.7,17150.1,40.47,,,,,
108,07/17/26 08:47:00 AM,33489.7,17063.2,40.47,,,,,
109,07/17/26 08:48:00 AM,33489.7,16979.0,40.47,,,,,
110,07/17/26 08:49:00 AM,33489.7,16918.8,40.47,,,,,
111,07/17/26 08:50:00 AM,33489.7,16826.9,40.47,,,,,
112,07/17/26 08:51:00 AM,33489.7,16835.2,40.47,,,,,
113,07/17/26 08:52:00 AM,33489.7,16787.0,40.47,,,,,
114,07/17/26 08:53:00 AM,33489.7,16769.5,40.47,,,,,
115,07/17/26 08:54:00 AM,33489.7,16733.2,40.47,,,,,
116,07/17/26 08:55:00 AM,33489.7,16735.5,40.47,,,,,
117,07/17/26 08:56:00 AM,33489.7,16721.5,40.47,,,,,
118,07/17/26 08:57:00 AM,33489.7,16720.3,40.47,,,,,
119,07/17/26 08:58:00 AM,33489.7,16704.0,40.47,,,,,
120,07/17/26 08:59:00 AM,33489.7,16645.6,40.47,,,,,
121,07/17/26 09:00:00 AM,33489.7,16701.6,40.47,,,,,
122,07/17/26 09:01:00 AM,33489.7,16684.1,40.47,,,,,
123,07/17/26 09:02:00 AM,33489.7,16688.8,40.47,,,,,
124,07/17/26 09:03:00 AM,33489.7,16650.3,40.47,,,,,
125,07/17/26 09:04:00 AM,33489.7,16677.1,40.47,,,,,
126,07/17/26 09:05:00 AM,33489.7,16658.5,40.47,,,,,
127,07/17/26 09:06:00 AM,33489.7,16674.8,40.47,,,,,
128,07/17/26 09:07:00 AM,33489.7,16657.3,40.47,,,,,
129,07/17/26 09:08:00 AM,33489.7,16662.0,40.47,,,,,
130,07/17/26 09:09:00 AM,33489.7,16680.6,40.47,,,,,
131,07/17/26 09:10:00 AM,33489.7,16673.6,40.47,,,,,
132,07/17/26 09:11:00 AM,33489.7,16679.4,40.47,,,,,
133,07/17/26 09:12:00 AM,33489.7,16680.6,40.47,,,,,
134,07/17/26 09:13:00 AM,33489.7,16698.1,40.47,,,,,
135,07/17/26 09:14:00 AM,33489.7,16699.3,40.47,,,,,
136,07/17/26 09:15:00 AM,33489.7,16689.9,40.47,,,,,
137,07/17/26 09:16:00 AM,33489.7,16697.0,40.47,,,,,
138,07/17/26 09:17:00 AM,33489.7,16677.1,40.47,,,,,
139,07/17/26 09:18:00 AM,33489.7,16697.0,40.47,,,,,
140,07/17/26 09:19:00 AM,33489.7,16701.6,40.47,,,,,
141,07/17/26 09:20:00 AM,33489.7,16712.1,40.47,,,,,
142,07/17/26 09:21:00 AM,33489.7,16726.2,40.47,,,,,
143,07/17/26 09:22:00 AM,33489.7,16721.5,40.47,,,,,
144,07/17/26 09:23:00 AM,33489.7,16742.5,40.47,,,,,
145,07/17/26 09:24:00 AM,33489.7,16729.7,40.47,,,,,
146,07/17/26 09:25:00 AM,33489.7,16736.7,40.47,,,,,
147,07/17/26 09:26:00 AM,33489.7,16750.7,40.47,,,,,
148,07/17/26 09:27:00 AM,33489.7,16762.4,40.47,,,,,
149,07/17/26 09:28:00 AM,33489.7,16762.4,40.47,,,,,
150,07/17/26 09:29:00 AM,33489.7,16758.9,40.47,,,,,
151,07/17/26 09:30:00 AM,33489.7,16770.6,40.47,,,,,
152,07/17/26 09:31:00 AM,33489.7,16774.1,40.47,,,,,
153,07/17/26 09:32:00 AM,33489.7,16780.0,40.47,,,,,
154,07/17/26 09:33:00 AM,33489.7,16788.2,40.47,,,,,
155,07/17/26 09:34:00 AM,33489.7,16798.8,40.47,,,,,
156,07/17/26 09:35:00 AM,33489.7,16807.0,40.47,,,,,
157,07/17/26 09:36:00 AM,33489.7,16809.3,40.47,,,,,
158,07/17/26 09:37:00 AM,33489.7,16809.3,40.47,,,,,
159,07/17/26 09:38:00 AM,33489.7,16809.3,40.47,,,,,
160,07/17/26 09:39:00 AM,33489.7,16814.0,40.47,,,,,
161,07/17/26 09:40:00 AM,33489.7,16821.1,40.47,,,,,
162,07/17/26 09:41:00 AM,33489.7,16828.1,40.47,,,,,
163,07/17/26 09:42:00 AM,33489.7,16818.7,40.47,,,,,
164,07/17/26 09:43:00 AM,33489.7,16844.6,40.47,,,,,
165,07/17/26 09:44:00 AM,33489.7,16838.7,40.47,,,,,
166,07/17/26 09:45:00 AM,33489.7,16856.3,40.47,,,,,
167,07/17/26 09:46:00 AM,33489.7,16852.8,40.47,,,,,
168,07/17/26 09:47:00 AM,33489.7,16858.7,40.47,,,,,
169,07/17/26 09:48:00 AM,33489.7,16851.6,40.47,,,,,
170,07/17/26 09:49:00 AM,33489.7,16851.6,40.47,,,,,
171,07/17/26 09:50:00 AM,33489.7,16855.2,40.47,,,,,
172,07/17/26 09:51:00 AM,33489.7,16855.2,40.47,,,,,
173,07/17/26 09:52:00 AM,33489.7,16857.5,40.47,,,,,
174,07/17/26 09:53:00 AM,33489.7,16861.0,40.47,,,,,
175,07/17/26 09:54:00 AM,33489.7,16859.9,40.47,,,,,
176,07/17/26 09:55:00 AM,33489.7,16865.7,40.47,,,,,
177,07/17/26 09:56:00 AM,33489.7,16869.3,40.47,,,,,
178,07/17/26 09:57:00 AM,33489.7,16878.7,40.47,,,,,
179,07/17/26 09:58:00 AM,33489.7,16889.3,40.47,,,,,
180,07/17/26 09:59:00 AM,33489.7,16894.0,40.47,,,,,
181,07/17/26 10:00:00 AM,33489.7,16886.9,40.47,,,,,
182,07/17/26 10:01:00 AM,33489.7,16896.4,40.47,,,,,
183,07/17/26 10:02:00 AM,33489.7,16902.3,40.47,,,,,
184,07/17/26 10:03:00 AM,33489.7,16901.1,40.47,,,,,
185,07/17/26 10:04:00 AM,33489.7,16904.6,40.47,,,,,
186,07/17/26 10:05:00 AM,33489.7,16909.3,40.47,,,,,
187,07/17/26 10:06:00 AM,33489.7,16916.4,40.47,,,,,
188,07/17/26 10:07:00 AM,33489.7,16931.7,40.47,,,,,
189,07/17/26 10:08:00 AM,33489.7,16940.0,40.47,,,,,
190,07/17/26 10:09:00 AM,33489.7,16947.1,40.47,,,,,
191,07/17/26 10:10:00 AM,33489.7,16942.4,40.47,,,,,
192,07/17/26 10:11:00 AM,33489.7,16942.4,40.47,,,,,
193,07/17/26 10:12:00 AM,33489.7,16947.1,40.47,,,,,
194,07/17/26 10:13:00 AM,33489.7,16958.9,40.47,,,,,
195,07/17/26 10:14:00 AM,33489.7,16954.2,40.47,,,,,
196,07/17/26 10:15:00 AM,33489.7,16954.2,40.47,,,,,
197,07/17/26 10:16:00 AM,33489.7,16970.7,40.47,,,,,
198,07/17/26 10:17:00 AM,33489.7,16967.2,40.47,,,,,
199,07/17/26 10:18:00 AM,33489.7,16977.8,40.47,,,,,
200,07/17/26 10:19:00 AM,33489.7,16987.3,40.47,,,,,
201,07/17/26 10:20:00 AM,33489.7,16992.0,40.47,,,,,
202,07/17/26 10:21:00 AM,33489.7,16980.2,40.47,,,,,
203,07/17/26 10:22:00 AM,33489.7,16975.5,40.47,,,,,
204,07/17/26 10:23:00 AM,33489.7,16995.6,40.47,,,,,
205,07/17/26 10:24:00 AM,33489.7,17002.7,40.47,,,,,
206,07/17/26 10:25:00 AM,33489.7,17009.8,40.47,,,,,
207,07/17/26 10:26:00 AM,33489.7,17014.5,40.47,,,,,
208,07/17/26 10:27:00 AM,33489.7,17006.2,40.47,,,,,
209,07/17/26 10:28:00 AM,33489.7,17014.5,40.47,,,,,
210,07/17/26 10:29:00 AM,33489.7,17030.0,40.47,,,,,
211,07/17/26 10:30:00 AM,33489.7,17025.2,40.47,,,,,
212,07/17/26 10:31:00 AM,33489.7,17034.7,40.47,,,,,
213,07/17/26 10:32:00 AM,33489.7,17027.6,40.47,,,,,
214,07/17/26 10:33:00 AM,33489.7,17030.0,40.47,,,,,
215,07/17/26 10:34:00 AM,33489.7,17028.8,40.47,,,,,
216,07/17/26 10:35:00 AM,33489.7,17034.7,40.47,,,,,
217,07/17/26 10:36:00 AM,33489.7,17048.9,40.47,,,,,
218,07/17/26 10:37:00 AM,33489.7,17050.1,40.47,,,,,
219,07/17/26 10:38:00 AM,33489.7,17071.5,40.47,,,,,
220,07/17/26 10:39:00 AM,33489.7,17075.1,40.47,,,,,
221,07/17/26 10:40:00 AM,33489.7,17088.1,40.47,,,,,
222,07/17/26 10:41:00 AM,33489.7,17091.7,40.47,,,,,
223,07/17/26 10:42:00 AM,33489.7,17098.9,40.47,,,,,
224,07/17/26 10:43:00 AM,33489.7,17110.8,40.47,,,,,
225,07/17/26 10:44:00 AM,33489.7,17108.4,40.47,,,,,
226,07/17/26 10:45:00 AM,33489.7,17120.3,40.47,,,,,
227,07/17/26 10:46:00 AM,33489.7,17123.9,40.47,,,,,
228,07/17/26 10:47:00 AM,33489.7,17134.6,40.47,,,,,
229,07/17/26 10:48:00 AM,33489.7,17141.7,40.47,,,,,
230,07/17/26 10:49:00 AM,33489.7,17144.1,40.47,,,,,
231,07/17/26 10:50:00 AM,33489.7,17144.1,40.47,,,,,
232,07/17/26 10:51:00 AM,33489.7,17158.4,40.47,,,,,
233,07/17/26 10:52:00 AM,33489.7,17163.2,40.47,,,,,
234,07/17/26 10:53:00 AM,33489.7,17159.6,40.47,,,,,
235,07/17/26 10:54:00 AM,33489.7,17170.4,40.47,,,,,
236,07/17/26 10:55:00 AM,33489.7,17164.4,40.47,,,,,
237,07/17/26 10:56:00 AM,33489.7,17170.4,40.47,,,,,
238,07/17/26 10:57:00 AM,33489.7,17173.9,40.47,,,,,
239,07/17/26 10:58:00 AM,33489.7,17176.3,40.47,,,,,
240,07/17/26 10:59:00 AM,33489.7,17181.1,40.47,,,,,
241,07/17/26 11:00:00 AM,33489.7,17206.2,40.47,,,,,
242,07/17/26 11:01:00 AM,33489.7,17207.4,40.47,,,,,
243,07/17/26 11:02:00 AM,33489.7,17211.0,40.47,,,,,
244,07/17/26 11:03:00 AM,33489.7,17234.9,40.47,,,,,
245,07/17/26 11:04:00 AM,33489.7,17160.8,40.47,,,,,
246,07/17/26 11:05:00 AM,33489.7,16897.5,40.47,,,,,
247,07/17/26 11:06:00 AM,33489.7,17115.5,40.47,,,,,
248,07/17/26 11:07:00 AM,33489.7,17158.4,40.47,,,,,
249,07/17/26 11:08:00 AM,33489.7,17200.2,40.47,,,,,
250,07/17/26 11:09:00 AM,33489.7,17188.3,40.47,,,,,
251,07/17/26 11:10:00 AM,33489.7,17142.9,40.47,,,,,
252,07/17/26 11:11:00 AM,33489.7,17209.8,40.47,,,,,
253,07/17/26 11:12:00 AM,33489.7,17239.7,40.47,,,,,
254,07/17/26 11:13:00 AM,33489.7,17279.3,40.47,,,,,
255,07/17/26 11:14:00 AM,33489.7,17279.3,40.47,,,,,
256,07/17/26 11:15:00 AM,33489.7,17302.1,40.47,,,,,
257,07/17/26 11:16:00 AM,33489.7,17269.7,40.47,,,,,
258,07/17/26 11:17:00 AM,33489.7,17103.6,40.47,,,,,
259,07/17/26 11:18:00 AM,33489.7,17297.3,40.47,,,,,
260,07/17/26 11:19:00 AM,33489.7,17333.4,40.47,,,,,
261,07/17/26 11:20:00 AM,33489.7,17344.2,40.47,,,,,
262,07/17/26 11:21:00 AM,33489.7,17355.0,40.47,,,,,
263,07/17/26 11:22:00 AM,33489.7,17361.1,40.47,,,,,
264,07/17/26 11:23:00 AM,33489.7,17367.1,40.47,,,,,
265,07/17/26 11:24:00 AM,33489.7,17367.1,40.47,,,,,
266,07/17/26 11:25:00 AM,33489.7,17369.5,40.47,,,,,
267,07/17/26 11:26:00 AM,33489.7,17388.8,40.47,,,,,
268,07/17/26 11:27:00 AM,33489.7,17404.5,40.47,,,,,
269,07/17/26 11:28:00 AM,33489.7,17399.6,40.47,,,,,
270,07/17/26 11:29:00 AM,33489.7,17426.2,40.47,,,,,
271,07/17/26 11:30:00 AM,33489.7,17440.7,40.47,,,,,
272,07/17/26 11:31:00 AM,33489.7,17455.2,40.47,,,,,
273,07/17/26 11:32:00 AM,33489.7,17460.1,40.47,,,,,
274,07/17/26 11:33:00 AM,33489.7,17469.8,40.47,,,,,
275,07/17/26 11:34:00 AM,33489.7,17489.2,40.47,,,,,
276,07/17/26 11:35:00 AM,33489.7,17398.4,40.47,,,,,
277,07/17/26 11:36:00 AM,33489.7,17507.3,40.47,,,,,
278,07/17/26 11:37:00 AM,33489.7,17478.2,40.47,,,,,
279,07/17/26 11:38:00 AM,33489.7,17508.6,40.47,,,,,
280,07/17/26 11:39:00 AM,33489.7,17529.2,40.47,,,,,
281,07/17/26 11:40:00 AM,33489.7,17523.1,40.47,,,,,
282,07/17/26 11:41:00 AM,33489.7,17532.8,40.47,,,,,
283,07/17/26 11:42:00 AM,33489.7,17543.8,40.47,,,,,
284,07/17/26 11:43:00 AM,33489.7,17555.9,40.47,,,,,
285,07/17/26 11:44:00 AM,33489.7,17560.8,40.47,,,,,
286,07/17/26 11:45:00 AM,33489.7,17523.1,40.47,,,,,
287,07/17/26 11:46:00 AM,33489.7,17554.7,40.47,,,,,
288,07/17/26 11:47:00 AM,33489.7,17568.1,40.47,,,,,
289,07/17/26 11:48:00 AM,33489.7,17579.0,40.47,,,,,
290,07/17/26 11:49:00 AM,33489.7,17583.9,40.47,,,,,
291,07/17/26 11:50:00 AM,33489.7,17598.5,40.47,,,,,
292,07/17/26 11:51:00 AM,33489.7,17593.7,40.47,,,,,
293,07/17/26 11:52:00 AM,33489.7,17607.1,40.47,,,,,
294,07/17/26 11:53:00 AM,33489.7,17610.7,40.47,,,,,
295,07/17/26 11:54:00 AM,33489.7,17619.3,40.47,,,,,
296,07/17/26 11:55:00 AM,33489.7,17632.7,40.47,,,,,
297,07/17/26 11:56:00 AM,33489.7,17644.9,40.47,,,,,
298,07/17/26 11:57:00 AM,33489.7,17641.2,40.47,,,,,
299,07/17/26 11:58:00 AM,33489.7,17642.4,40.47,,,,,
300,07/17/26 11:59:00 AM,33489.7,17662.0,40.47,,,,,
301,07/17/26 12:00:00 PM,33489.7,17664.4,40.47,,,,,
302,07/17/26 12:01:00 PM,33489.7,17668.1,40.47,,,,,
303,07/17/26 12:02:00 PM,33489.7,17681.6,40.47,,,,,
304,07/17/26 12:03:00 PM,33489.7,17682.8,40.47,,,,,
305,07/17/26 12:04:00 PM,33489.7,17706.0,40.47,,,,,
306,07/17/26 12:05:00 PM,33489.7,17708.5,40.47,,,,,
307,07/17/26 12:06:00 PM,33489.7,17714.6,40.47,,,,,
308,07/17/26 12:07:00 PM,33489.7,17712.2,40.47,,,,,
309,07/17/26 12:08:00 PM,33489.7,17722.0,40.47,,,,,
310,07/17/26 12:09:00 PM,33489.7,17723.2,40.47,,,,,
311,07/17/26 12:10:00 PM,33489.7,17737.9,40.47,,,,,
312,07/17/26 12:11:00 PM,33489.7,17731.8,40.47,,,,,
313,07/17/26 12:12:00 PM,33489.7,17733.0,40.47,,,,,
314,07/17/26 12:13:00 PM,33489.7,17739.1,40.47,,,,,
315,07/17/26 12:14:00 PM,33489.7,17742.8,40.47,,,,,
316,07/17/26 12:15:00 PM,33489.7,17742.8,40.47,,,,,
317,07/17/26 12:16:00 PM,33489.7,17747.7,40.47,,,,,
318,07/17/26 12:17:00 PM,33489.7,17751.4,40.47,,,,,
319,07/17/26 12:18:00 PM,33489.7,17755.1,40.47,,,,,
320,07/17/26 12:19:00 PM,33489.7,17757.5,40.47,,,,,
321,07/17/26 12:20:00 PM,33489.7,17763.7,40.47,,,,,
322,07/17/26 12:21:00 PM,33489.7,17766.1,40.47,,,,,
323,07/17/26 12:22:00 PM,33489.7,17780.9,40.47,,,,,
324,07/17/26 12:23:00 PM,33489.7,17780.9,40.47,,,,,
325,07/17/26 12:24:00 PM,33489.7,17794.4,40.47,,,,,
326,07/17/26 12:25:00 PM,33489.7,17796.9,40.47,,,,,
327,07/17/26 12:26:00 PM,33489.7,17795.6,40.47,,,,,
328,07/17/26 12:27:00 PM,33489.7,17767.4,40.47,,,,,
329,07/17/26 12:28:00 PM,33489.7,17800.6,40.47,,,,,
330,07/17/26 12:29:00 PM,33489.7,17822.7,40.47,,,,,
331,07/17/26 12:30:00 PM,33489.7,17830.1,40.47,,,,,
332,07/17/26 12:31:00 PM,33489.7,17833.8,40.47,,,,,
333,07/17/26 12:32:00 PM,33489.7,17858.5,40.47,,,,,
334,07/17/26 12:33:00 PM,33489.7,17846.1,40.47,,,,,
335,07/17/26 12:34:00 PM,33489.7,17837.5,40.47,,,,,
336,07/17/26 12:35:00 PM,33489.7,17853.5,40.47,,,,,
337,07/17/26 12:36:00 PM,33489.7,17869.6,40.47,,,,,
338,07/17/26 12:37:00 PM,33489.7,17867.1,40.47,,,,,
339,07/17/26 12:38:00 PM,33489.7,17868.4,40.47,,,,,
340,07/17/26 12:39:00 PM,33489.7,17868.4,40.47,,,,,
341,07/17/26 12:40:00 PM,33489.7,17874.5,40.47,,,,,
342,07/17/26 12:41:00 PM,33489.7,17870.8,40.47,,,,,
343,07/17/26 12:42:00 PM,33489.7,17869.6,40.47,,,,,
344,07/17/26 12:43:00 PM,33489.7,17893.1,40.47,,,,,
345,07/17/26 12:44:00 PM,33489.7,17889.3,40.47,,,,,
346,07/17/26 12:45:00 PM,33489.7,17886.9,40.47,,,,,
347,07/17/26 12:46:00 PM,33489.7,17885.6,40.47,,,,,
348,07/17/26 12:47:00 PM,33489.7,17870.8,40.47,,,,,
349,07/17/26 12:48:00 PM,33489.7,17886.9,40.47,,,,,
350,07/17/26 12:49:00 PM,33489.7,17889.3,40.47,,,,,
351,07/17/26 12:50:00 PM,33489.7,17919.0,40.47,,,,,
352,07/17/26 12:51:00 PM,33489.7,17916.5,40.47,,,,,
353,07/17/26 12:52:00 PM,33489.7,17926.5,40.47,,,,,
354,07/17/26 12:53:00 PM,33489.7,17935.1,40.47,,,,,
355,07/17/26 12:54:00 PM,33489.7,17938.8,40.47,,,,,
356,07/17/26 12:55:00 PM,33489.7,17936.4,40.47,,,,,
357,07/17/26 12:56:00 PM,33489.7,17952.5,40.47,,,,,
358,07/17/26 12:57:00 PM,33489.7,17948.7,40.47,,,,,
359,07/17/26 12:58:00 PM,33489.7,17963.6,40.47,,,,,
360,07/17/26 12:59:00 PM,33489.7,17967.3,40.47,,,,,
361,07/17/26 01:00:00 PM,33489.7,17976.0,40.47,,,,,
362,07/17/26 01:01:00 PM,33489.7,17982.2,40.47,,,,,
363,07/17/26 01:02:00 PM,33489.7,17997.1,40.47,,,,,
364,07/17/26 01:03:00 PM,33489.7,17999.6,40.47,,,,,
365,07/17/26 01:04:00 PM,33489.7,18002.1,40.47,,,,,
366,07/17/26 01:05:00 PM,33489.7,18003.3,40.47,,,,,
367,07/17/26 01:06:00 PM,33489.7,18014.5,40.47,,,,,
368,07/17/26 01:07:00 PM,33489.7,18015.8,40.47,,,,,
369,07/17/26 01:08:00 PM,33489.7,18025.7,40.47,,,,,
370,07/17/26 01:09:00 PM,33489.7,18024.5,40.47,,,,,
371,07/17/26 01:10:00 PM,33489.7,18030.7,40.47,,,,,
372,07/17/26 01:11:00 PM,33489.7,18022.0,40.47,,,,,
373,07/17/26 01:12:00 PM,33489.7,18033.2,40.47,,,,,
374,07/17/26 01:13:00 PM,33489.7,18018.3,40.47,,,,,
375,07/17/26 01:14:00 PM,33489.7,18009.6,40.47,,,,,
376,07/17/26 01:15:00 PM,33489.7,18000.9,40.47,,,,,
377,07/17/26 01:16:00 PM,33489.7,17999.6,40.47,,,,,
378,07/17/26 01:17:00 PM,33489.7,17989.7,40.47,,,,,
379,07/17/26 01:18:00 PM,33489.7,17989.7,40.47,,,,,
380,07/17/26 01:19:00 PM,33489.7,17971.1,40.47,,,,,
381,07/17/26 01:20:00 PM,33489.7,17969.8,40.47,,,,,
