"Plot Title: OFF_Depth"
"#","Date Time, GMT-10:00","Abs Pres, kPa (LGR S/N: 20810872, SEN S/N: 20810872)","Temp, °C (LGR S/N: 20810872, SEN S/N: 20810872)","Coupler Detached (LGR S/N: 20810872)","Coupler Attached (LGR S/N: 20810872)","Host Connected (LGR S/N: 20810872)","Stopped (LGR S/N: 20810872)","End Of File (LGR S/N: 20810872)"
55,07/17/26 07:54:00 AM,101.778,27.764,,,,,
56,07/17/26 07:55:00 AM,101.794,27.764,,,,,
57,07/17/26 07:56:00 AM,101.796,27.862,,,,,
58,07/17/26 07:57:00 AM,101.780,27.862,,,,,
59,07/17/26 07:58:00 AM,101.780,27.862,,,,,
60,07/17/26 07:59:00 AM,101.780,27.862,,,,,
61,07/17/26 08:00:00 AM,101.813,27.862,,,,,
62,07/17/26 08:01:00 AM,101.796,27.862,,,,,
63,07/17/26 08:02:00 AM,101.780,27.862,,,,,
64,07/17/26 08:03:00 AM,101.796,27.862,,,,,
65,07/17/26 08:04:00 AM,101.796,27.862,,,,,
66,07/17/26 08:05:00 AM,101.796,27.862,,,,,
67,07/17/26 08:06:00 AM,101.780,27.862,,,,,
68,07/17/26 08:07:00 AM,101.796,27.862,,,,,
69,07/17/26 08:08:00 AM,101.799,27.961,,,,,
70,07/17/26 08:09:00 AM,101.799,27.961,,,,,
71,07/17/26 08:10:00 AM,101.799,27.961,,,,,
72,07/17/26 08:11:00 AM,101.799,27.961,,,,,
73,07/17/26 08:12:00 AM,101.799,27.961,,,,,
74,07/17/26 08:13:00 AM,101.815,27.961,,,,,
75,07/17/26 08:14:00 AM,101.799,27.961,,,,,
76,07/17/26 08:15:00 AM,101.785,28.060,,,,,
77,07/17/26 08:16:00 AM,101.820,28.159,,,,,
78,07/17/26 08:17:00 AM,101.809,28.357,,,,,
79,07/17/26 08:18:00 AM,101.790,28.258,,,,,
80,07/17/26 08:19:00 AM,101.793,28.357,,,,,
81,07/17/26 08:20:00 AM,101.793,28.357,,,,,
82,07/17/26 08:21:00 AM,101.784,28.655,,,,,
83,07/17/26 08:22:00 AM,101.787,28.754,,,,,
84,07/17/26 08:23:00 AM,101.787,28.754,,,,,
85,07/17/26 08:24:00 AM,101.787,28.754,,,,,
86,07/17/26 08:25:00 AM,101.784,28.655,,,,,
87,07/17/26 08:26:00 AM,101.779,28.456,,,,,
88,07/17/26 08:27:00 AM,101.798,28.555,,,,,
89,07/17/26 08:28:00 AM,101.833,28.655,,,,,
90,07/17/26 08:29:00 AM,101.816,29.252,,,,,
91,07/17/26 08:30:00 AM,101.821,29.452,,,,,
92,07/17/26 08:31:00 AM,101.834,29.953,,,,,
93,07/17/26 08:32:00 AM,101.812,30.356,,,,,
94,07/17/26 08:33:00 AM,101.798,30.457,,,,,
95,07/17/26 08:34:00 AM,101.785,30.558,,,,,
96,07/17/26 08:35:00 AM,101.787,30.659,,,,,
97,07/17/26 08:36:00 AM,101.817,30.558,,,,,
98,07/17/26 08:37:00 AM,101.604,29.152,,,,,
99,07/17/26 08:38:00 AM,101.680,28.357,,,,,
100,07/17/26 08:39:00 AM,101.661,28.258,,,,,
101,07/17/26 08:40:00 AM,108.164,27.370,,,,,
102,07/17/26 08:41:00 AM,108.051,26.781,,,,,
103,07/17/26 08:42:00 AM,108.124,26.488,,,,,
104,07/17/26 08:43:00 AM,108.087,26.292,,,,,
105,07/17/26 08:44:00 AM,107.920,26.097,,,,,
106,07/17/26 08:45:00 AM,107.998,26.000,,,,,
107,07/17/26 08:46:00 AM,107.723,26.000,,,,,
108,07/17/26 08:47:00 AM,107.607,25.902,,,,,
109,07/17/26 08:48:00 AM,107.688,25.902,,,,,
110,07/17/26 08:49:00 AM,108.173,25.902,,,,,
111,07/17/26 08:50:00 AM,107.912,25.805,,,,,
112,07/17/26 08:51:00 AM,107.621,25.805,,,,,
113,07/17/26 08:52:00 AM,107.879,25.805,,,,,
114,07/17/26 08:53:00 AM,107.912,25.805,,,,,
115,07/17/26 08:54:00 AM,107.879,25.805,,,,,
116,07/17/26 08:55:00 AM,108.155,25.805,,,,,
117,07/17/26 08:56:00 AM,108.122,25.805,,,,,
118,07/17/26 08:57:00 AM,108.074,25.805,,,,,
119,07/17/26 08:58:00 AM,107.944,25.805,,,,,
120,07/17/26 08:59:00 AM,107.782,25.805,,,,,
121,07/17/26 09:00:00 AM,107.879,25.805,,,,,
122,07/17/26 09:01:00 AM,107.782,25.805,,,,,
123,07/17/26 09:02:00 AM,107.766,25.805,,,,,
124,07/17/26 09:03:00 AM,107.979,25.902,,,,,
125,07/17/26 09:04:00 AM,107.882,25.902,,,,,
126,07/17/26 09:05:00 AM,107.882,25.902,,,,,
127,07/17/26 09:06:00 AM,107.785,25.902,,,,,
128,07/17/26 09:07:00 AM,107.866,25.902,,,,,
129,07/17/26 09:08:00 AM,107.753,25.902,,,,,
130,07/17/26 09:09:00 AM,108.044,25.902,,,,,
131,07/17/26 09:10:00 AM,107.542,25.902,,,,,
132,07/17/26 09:11:00 AM,107.868,26.000,,,,,
133,07/17/26 09:12:00 AM,108.127,26.000,,,,,
134,07/17/26 09:13:00 AM,107.723,26.000,,,,,
135,07/17/26 09:14:00 AM,107.739,26.000,,,,,
136,07/17/26 09:15:00 AM,107.982,26.000,,,,,
137,07/17/26 09:16:00 AM,107.723,26.000,,,,,
138,07/17/26 09:17:00 AM,107.836,26.000,,,,,
139,07/17/26 09:18:00 AM,107.610,26.000,,,,,
140,07/17/26 09:19:00 AM,107.644,26.097,,,,,
141,07/17/26 09:20:00 AM,107.499,26.097,,,,,
142,07/17/26 09:21:00 AM,107.564,26.097,,,,,
143,07/17/26 09:22:00 AM,107.467,26.097,,,,,
144,07/17/26 09:23:00 AM,107.499,26.097,,,,,
145,07/17/26 09:24:00 AM,107.596,26.097,,,,,
146,07/17/26 09:25:00 AM,107.596,26.097,,,,,
147,07/17/26 09:26:00 AM,107.434,26.097,,,,,
148,07/17/26 09:27:00 AM,107.760,26.195,,,,,
149,07/17/26 09:28:00 AM,108.035,26.195,,,,,
150,07/17/26 09:29:00 AM,107.421,26.195,,,,,
151,07/17/26 09:30:00 AM,107.307,26.195,,,,,
152,07/17/26 09:31:00 AM,107.469,26.195,,,,,
153,07/17/26 09:32:00 AM,107.712,26.195,,,,,
154,07/17/26 09:33:00 AM,107.696,26.195,,,,,
155,07/17/26 09:34:00 AM,107.698,26.292,,,,,
156,07/17/26 09:35:00 AM,107.326,26.292,,,,,
157,07/17/26 09:36:00 AM,107.536,26.292,,,,,
158,07/17/26 09:37:00 AM,107.488,26.292,,,,,
159,07/17/26 09:38:00 AM,107.472,26.292,,,,,
160,07/17/26 09:39:00 AM,107.358,26.292,,,,,
161,07/17/26 09:40:00 AM,107.763,26.292,,,,,
162,07/17/26 09:41:00 AM,107.261,26.292,,,,,
163,07/17/26 09:42:00 AM,107.358,26.292,,,,,
164,07/17/26 09:43:00 AM,107.426,26.390,,,,,
165,07/17/26 09:44:00 AM,107.345,26.390,,,,,
166,07/17/26 09:45:00 AM,107.636,26.390,,,,,
167,07/17/26 09:46:00 AM,107.701,26.390,,,,,
168,07/17/26 09:47:00 AM,107.555,26.390,,,,,
169,07/17/26 09:48:00 AM,107.377,26.390,,,,,
170,07/17/26 09:49:00 AM,107.620,26.390,,,,,
171,07/17/26 09:50:00 AM,107.232,26.390,,,,,
172,07/17/26 09:51:00 AM,107.426,26.390,,,,,
173,07/17/26 09:52:00 AM,107.380,26.488,,,,,
174,07/17/26 09:53:00 AM,106.943,26.488,,,,,
175,07/17/26 09:54:00 AM,107.412,26.488,,,,,
176,07/17/26 09:55:00 AM,107.671,26.488,,,,,
177,07/17/26 09:56:00 AM,107.493,26.488,,,,,
178,07/17/26 09:57:00 AM,106.959,26.488,,,,,
179,07/17/26 09:58:00 AM,107.234,26.488,,,,,
180,07/17/26 09:59:00 AM,107.509,26.488,,,,,
181,07/17/26 10:00:00 AM,107.331,26.488,,,,,
182,07/17/26 10:01:00 AM,107.347,26.488,,,,,
183,07/17/26 10:02:00 AM,107.334,26.585,,,,,
184,07/17/26 10:03:00 AM,107.253,26.585,,,,,
185,07/17/26 10:04:00 AM,106.946,26.585,,,,,
186,07/17/26 10:05:00 AM,107.318,26.585,,,,,
187,07/17/26 10:06:00 AM,107.107,26.585,,,,,
188,07/17/26 10:07:00 AM,107.253,26.585,,,,,
189,07/17/26 10:08:00 AM,107.369,26.683,,,,,
190,07/17/26 10:09:00 AM,107.239,26.683,,,,,
191,07/17/26 10:10:00 AM,107.336,26.683,,,,,
192,07/17/26 10:11:00 AM,107.272,26.683,,,,,
193,07/17/26 10:12:00 AM,107.450,26.683,,,,,
194,07/17/26 10:13:00 AM,107.223,26.683,,,,,
195,07/17/26 10:14:00 AM,107.369,26.683,,,,,
196,07/17/26 10:15:00 AM,107.048,26.781,,,,,
197,07/17/26 10:16:00 AM,107.323,26.781,,,,,
198,07/17/26 10:17:00 AM,107.388,26.781,,,,,
199,07/17/26 10:18:00 AM,107.501,26.781,,,,,
200,07/17/26 10:19:00 AM,107.339,26.781,,,,,
201,07/17/26 10:20:00 AM,107.096,26.781,,,,,
202,07/17/26 10:21:00 AM,107.161,26.781,,,,,
203,07/17/26 10:22:00 AM,107.145,26.781,,,,,
204,07/17/26 10:23:00 AM,107.048,26.781,,,,,
205,07/17/26 10:24:00 AM,107.274,26.781,,,,,
206,07/17/26 10:25:00 AM,107.261,26.879,,,,,
207,07/17/26 10:26:00 AM,107.099,26.879,,,,,
208,07/17/26 10:27:00 AM,107.245,26.879,,,,,
209,07/17/26 10:28:00 AM,107.018,26.879,,,,,
210,07/17/26 10:29:00 AM,107.261,26.879,,,,,
211,07/17/26 10:30:00 AM,107.067,26.879,,,,,
212,07/17/26 10:31:00 AM,107.099,26.879,,,,,
213,07/17/26 10:32:00 AM,107.325,26.879,,,,,
214,07/17/26 10:33:00 AM,106.907,26.977,,,,,
215,07/17/26 10:34:00 AM,107.150,26.977,,,,,
216,07/17/26 10:35:00 AM,107.053,26.977,,,,,
217,07/17/26 10:36:00 AM,106.956,26.977,,,,,
218,07/17/26 10:37:00 AM,107.037,26.977,,,,,
219,07/17/26 10:38:00 AM,107.037,26.977,,,,,
220,07/17/26 10:39:00 AM,107.037,26.977,,,,,
221,07/17/26 10:40:00 AM,106.926,27.075,,,,,
222,07/17/26 10:41:00 AM,106.991,27.075,,,,,
223,07/17/26 10:42:00 AM,107.217,27.075,,,,,
224,07/17/26 10:43:00 AM,107.120,27.075,,,,,
225,07/17/26 10:44:00 AM,107.234,27.075,,,,,
226,07/17/26 10:45:00 AM,107.347,27.075,,,,,
227,07/17/26 10:46:00 AM,106.926,27.075,,,,,
228,07/17/26 10:47:00 AM,107.204,27.173,,,,,
229,07/17/26 10:48:00 AM,107.074,27.173,,,,,
230,07/17/26 10:49:00 AM,106.929,27.173,,,,,
231,07/17/26 10:50:00 AM,107.010,27.173,,,,,
232,07/17/26 10:51:00 AM,107.236,27.173,,,,,
233,07/17/26 10:52:00 AM,107.010,27.173,,,,,
234,07/17/26 10:53:00 AM,107.204,27.173,,,,,
235,07/17/26 10:54:00 AM,107.398,27.173,,,,,
236,07/17/26 10:55:00 AM,106.977,27.173,,,,,
237,07/17/26 10:56:00 AM,107.562,27.272,,,,,
238,07/17/26 10:57:00 AM,107.077,27.272,,,,,
239,07/17/26 10:58:00 AM,107.174,27.272,,,,,
240,07/17/26 10:59:00 AM,107.045,27.272,,,,,
241,07/17/26 11:00:00 AM,107.595,27.272,,,,,
242,07/17/26 11:01:00 AM,107.096,27.370,,,,,
243,07/17/26 11:02:00 AM,107.533,27.370,,,,,
244,07/17/26 11:03:00 AM,107.209,27.370,,,,,
245,07/17/26 11:04:00 AM,107.193,27.370,,,,,
246,07/17/26 11:05:00 AM,107.568,27.468,,,,,
247,07/17/26 11:06:00 AM,107.325,27.468,,,,,
248,07/17/26 11:07:00 AM,107.616,27.468,,,,,
249,07/17/26 11:08:00 AM,107.212,27.468,,,,,
250,07/17/26 11:09:00 AM,107.376,27.567,,,,,
251,07/17/26 11:10:00 AM,107.230,27.567,,,,,
252,07/17/26 11:11:00 AM,107.295,27.567,,,,,
253,07/17/26 11:12:00 AM,107.295,27.567,,,,,
254,07/17/26 11:13:00 AM,107.443,27.665,,,,,
255,07/17/26 11:14:00 AM,107.233,27.665,,,,,
256,07/17/26 11:15:00 AM,107.201,27.665,,,,,
257,07/17/26 11:16:00 AM,107.184,27.665,,,,,
258,07/17/26 11:17:00 AM,107.249,27.665,,,,,
259,07/17/26 11:18:00 AM,107.365,27.764,,,,,
260,07/17/26 11:19:00 AM,107.122,27.764,,,,,
261,07/17/26 11:20:00 AM,107.284,27.764,,,,,
262,07/17/26 11:21:00 AM,107.155,27.764,,,,,
263,07/17/26 11:22:00 AM,107.254,27.862,,,,,
264,07/17/26 11:23:00 AM,107.206,27.862,,,,,
265,07/17/26 11:24:00 AM,106.996,27.862,,,,,
266,07/17/26 11:25:00 AM,107.093,27.862,,,,,
267,07/17/26 11:26:00 AM,106.982,27.961,,,,,
268,07/17/26 11:27:00 AM,106.982,27.961,,,,,
269,07/17/26 11:28:00 AM,107.031,27.961,,,,,
270,07/17/26 11:29:00 AM,106.869,27.961,,,,,
271,07/17/26 11:30:00 AM,107.082,28.060,,,,,
272,07/17/26 11:31:00 AM,107.033,28.060,,,,,
273,07/17/26 11:32:00 AM,107.308,28.060,,,,,
274,07/17/26 11:33:00 AM,107.098,28.060,,,,,
275,07/17/26 11:34:00 AM,107.117,28.159,,,,,
276,07/17/26 11:35:00 AM,107.101,28.159,,,,,
277,07/17/26 11:36:00 AM,107.003,28.159,,,,,
278,07/17/26 11:37:00 AM,107.198,28.159,,,,,
279,07/17/26 11:38:00 AM,107.068,28.159,,,,,
280,07/17/26 11:39:00 AM,107.149,28.159,,,,,
281,07/17/26 11:40:00 AM,107.295,28.159,,,,,
282,07/17/26 11:41:00 AM,107.233,28.258,,,,,
283,07/17/26 11:42:00 AM,107.071,28.258,,,,,
284,07/17/26 11:43:00 AM,107.394,28.258,,,,,
285,07/17/26 11:44:00 AM,107.136,28.258,,,,,
286,07/17/26 11:45:00 AM,107.637,28.258,,,,,
287,07/17/26 11:46:00 AM,107.427,28.258,,,,,
288,07/17/26 11:47:00 AM,107.346,28.258,,,,,
289,07/17/26 11:48:00 AM,107.219,28.357,,,,,
290,07/17/26 11:49:00 AM,107.413,28.357,,,,,
291,07/17/26 11:50:00 AM,107.365,28.357,,,,,
292,07/17/26 11:51:00 AM,107.057,28.357,,,,,
293,07/17/26 11:52:00 AM,107.478,28.357,,,,,
294,07/17/26 11:53:00 AM,107.254,28.456,,,,,
295,07/17/26 11:54:00 AM,107.157,28.456,,,,,
296,07/17/26 11:55:00 AM,107.270,28.456,,,,,
297,07/17/26 11:56:00 AM,107.319,28.456,,,,,
298,07/17/26 11:57:00 AM,107.400,28.456,,,,,
299,07/17/26 11:58:00 AM,107.060,28.456,,,,,
300,07/17/26 11:59:00 AM,107.095,28.555,,,,,
301,07/17/26 12:00:00 PM,107.143,28.555,,,,,
302,07/17/26 12:01:00 PM,107.192,28.555,,,,,
303,07/17/26 12:02:00 PM,107.192,28.555,,,,,
304,07/17/26 12:03:00 PM,107.402,28.555,,,,,
305,07/17/26 12:04:00 PM,107.273,28.555,,,,,
306,07/17/26 12:05:00 PM,107.046,28.555,,,,,
307,07/17/26 12:06:00 PM,107.437,28.655,,,,,
308,07/17/26 12:07:00 PM,107.130,28.655,,,,,
309,07/17/26 12:08:00 PM,107.195,28.655,,,,,
310,07/17/26 12:09:00 PM,107.567,28.655,,,,,
311,07/17/26 12:10:00 PM,107.162,28.655,,,,,
312,07/17/26 12:11:00 PM,107.356,28.655,,,,,
313,07/17/26 12:12:00 PM,107.518,28.655,,,,,
314,07/17/26 12:13:00 PM,107.340,28.655,,,,,
315,07/17/26 12:14:00 PM,107.178,28.655,,,,,
316,07/17/26 12:15:00 PM,107.616,28.655,,,,,
317,07/17/26 12:16:00 PM,107.116,28.754,,,,,
318,07/17/26 12:17:00 PM,107.262,28.754,,,,,
319,07/17/26 12:18:00 PM,107.359,28.754,,,,,
320,07/17/26 12:19:00 PM,107.424,28.754,,,,,
321,07/17/26 12:20:00 PM,107.456,28.754,,,,,
322,07/17/26 12:21:00 PM,107.197,28.754,,,,,
323,07/17/26 12:22:00 PM,107.392,28.754,,,,,
324,07/17/26 12:23:00 PM,107.216,28.853,,,,,
325,07/17/26 12:24:00 PM,107.329,28.853,,,,,
326,07/17/26 12:25:00 PM,107.362,28.853,,,,,
327,07/17/26 12:26:00 PM,107.588,28.853,,,,,
328,07/17/26 12:27:00 PM,107.427,28.853,,,,,
329,07/17/26 12:28:00 PM,107.475,28.853,,,,,
330,07/17/26 12:29:00 PM,107.575,28.953,,,,,
331,07/17/26 12:30:00 PM,107.737,28.953,,,,,
332,07/17/26 12:31:00 PM,107.445,28.953,,,,,
333,07/17/26 12:32:00 PM,107.510,28.953,,,,,
334,07/17/26 12:33:00 PM,107.397,28.953,,,,,
335,07/17/26 12:34:00 PM,107.559,28.953,,,,,
336,07/17/26 12:35:00 PM,107.462,28.953,,,,,
337,07/17/26 12:36:00 PM,107.494,28.953,,,,,
338,07/17/26 12:37:00 PM,107.721,28.953,,,,,
339,07/17/26 12:38:00 PM,107.494,28.953,,,,,
340,07/17/26 12:39:00 PM,107.478,28.953,,,,,
341,07/17/26 12:40:00 PM,107.397,28.953,,,,,
342,07/17/26 12:41:00 PM,107.721,28.953,,,,,
343,07/17/26 12:42:00 PM,107.526,28.953,,,,,
344,07/17/26 12:43:00 PM,107.869,29.053,,,,,
345,07/17/26 12:44:00 PM,107.561,29.053,,,,,
346,07/17/26 12:45:00 PM,107.999,29.053,,,,,
347,07/17/26 12:46:00 PM,107.804,29.053,,,,,
348,07/17/26 12:47:00 PM,107.950,29.053,,,,,
349,07/17/26 12:48:00 PM,107.659,29.053,,,,,
350,07/17/26 12:49:00 PM,107.772,29.053,,,,,
351,07/17/26 12:50:00 PM,107.642,29.053,,,,,
352,07/17/26 12:51:00 PM,107.918,29.053,,,,,
353,07/17/26 12:52:00 PM,107.823,29.152,,,,,
354,07/17/26 12:53:00 PM,107.758,29.152,,,,,
355,07/17/26 12:54:00 PM,107.872,29.152,,,,,
356,07/17/26 12:55:00 PM,107.969,29.152,,,,,
357,07/17/26 12:56:00 PM,107.985,29.152,,,,,
358,07/17/26 12:57:00 PM,107.904,29.152,,,,,
359,07/17/26 12:58:00 PM,108.082,29.152,,,,,
360,07/17/26 12:59:00 PM,108.277,29.152,,,,,
361,07/17/26 01:00:00 PM,107.615,29.252,,,,,
362,07/17/26 01:01:00 PM,107.713,29.252,,,,,
363,07/17/26 01:02:00 PM,108.166,29.252,,,,,
364,07/17/26 01:03:00 PM,108.360,29.252,,,,,
365,07/17/26 01:04:00 PM,107.939,29.252,,,,,
366,07/17/26 01:05:00 PM,108.069,29.252,,,,,
367,07/17/26 01:06:00 PM,108.104,29.352,,,,,
368,07/17/26 01:07:00 PM,108.004,29.252,,,,,
369,07/17/26 01:08:00 PM,108.036,29.252,,,,,
370,07/17/26 01:09:00 PM,108.347,29.352,,,,,
371,07/17/26 01:10:00 PM,108.460,29.352,,,,,
372,07/17/26 01:11:00 PM,107.923,29.252,,,,,
373,07/17/26 01:12:00 PM,107.729,29.252,,,,,
374,07/17/26 01:13:00 PM,108.036,29.252,,,,,
375,07/17/26 01:14:00 PM,108.325,29.152,,,,,
376,07/17/26 01:15:00 PM,108.001,29.152,,,,,
377,07/17/26 01:16:00 PM,108.325,29.152,,,,,
378,07/17/26 01:17:00 PM,108.144,29.053,,,,,
379,07/17/26 01:18:00 PM,108.274,29.053,,,,,
380,07/17/26 01:19:00 PM,108.290,29.053,,,,,
381,07/17/26 01:20:00 PM,108.374,29.152,,,,,
382,07/17/26 01:21:00 PM,108.811,29.152,,,,,
383,07/17/26 01:22:00 PM,108.131,29.152,,,,,
384,07/17/26 01:23:00 PM,108.325,29.152,,,,,
385,07/17/26 01:24:00 PM,108.441,29.252,,,,,
386,07/17/26 01:25:00 PM,108.134,29.252,,,,,
387,07/17/26 01:26:00 PM,108.522,29.252,,,,,
388,07/17/26 01:27:00 PM,108.460,29.352,,,,,
389,07/17/26 01:28:00 PM,108.266,29.352,,,,,
390,07/17/26 01:29:00 PM,108.266,29.352,,,,,
391,07/17/26 01:30:00 PM,109.095,29.452,,,,,
392,07/17/26 01:31:00 PM,108.301,29.452,,,,,
393,07/17/26 01:32:00 PM,108.674,29.452,,,,,
394,07/17/26 01:33:00 PM,108.901,29.452,,,,,
395,07/17/26 01:34:00 PM,108.366,29.452,,,,,
396,07/17/26 01:35:00 PM,108.350,29.452,,,,,
397,07/17/26 01:36:00 PM,108.544,29.452,,,,,
398,07/17/26 01:37:00 PM,108.657,29.452,,,,,
399,07/17/26 01:38:00 PM,109.241,29.452,,,,,
400,07/17/26 01:39:00 PM,108.252,29.452,,,,,
401,07/17/26 01:40:00 PM,108.528,29.452,,,,,
402,07/17/26 01:41:00 PM,108.576,29.452,,,,,
403,07/17/26 01:42:00 PM,108.431,29.452,,,,,
404,07/17/26 01:43:00 PM,108.317,29.452,,,,,
405,07/17/26 01:44:00 PM,108.593,29.452,,,,,
406,07/17/26 01:45:00 PM,108.657,29.452,,,,,
407,07/17/26 01:46:00 PM,108.901,29.452,,,,,
408,07/17/26 01:47:00 PM,108.722,29.452,,,,,
409,07/17/26 01:48:00 PM,108.739,29.452,,,,,
410,07/17/26 01:49:00 PM,108.625,29.452,,,,,
411,07/17/26 01:50:00 PM,108.884,29.452,,,,,
412,07/17/26 01:51:00 PM,108.447,29.452,,,,,
413,07/17/26 01:52:00 PM,108.495,29.452,,,,,
414,07/17/26 01:53:00 PM,108.657,29.452,,,,,
415,07/17/26 01:54:00 PM,108.657,29.452,,,,,
416,07/17/26 01:55:00 PM,108.509,29.352,,,,,
417,07/17/26 01:56:00 PM,108.752,29.352,,,,,
418,07/17/26 01:57:00 PM,108.784,29.352,,,,,
419,07/17/26 01:58:00 PM,109.011,29.352,,,,,
420,07/17/26 01:59:00 PM,109.106,29.252,,,,,
421,07/17/26 02:00:00 PM,109.073,29.252,,,,,
422,07/17/26 02:01:00 PM,109.106,29.252,,,,,
423,07/17/26 02:02:00 PM,109.363,29.152,,,,,
424,07/17/26 02:03:00 PM,109.411,29.152,,,,,
425,07/17/26 02:04:00 PM,109.444,29.152,,,,,
426,07/17/26 02:05:00 PM,109.168,29.152,,,,,
427,07/17/26 02:06:00 PM,109.184,29.152,,,,,
428,07/17/26 02:07:00 PM,109.460,29.152,,,,,
429,07/17/26 02:08:00 PM,109.249,29.152,,,,,
430,07/17/26 02:09:00 PM,109.541,29.152,,,,,
431,07/17/26 02:10:00 PM,109.395,29.152,,,,,
432,07/17/26 02:11:00 PM,109.136,29.152,,,,,
433,07/17/26 02:12:00 PM,109.492,29.152,,,,,
434,07/17/26 02:13:00 PM,109.152,29.152,,,,,
435,07/17/26 02:14:00 PM,109.298,29.152,,,,,
436,07/17/26 02:15:00 PM,109.184,29.152,,,,,
437,07/17/26 02:16:00 PM,110.076,29.152,,,,,
438,07/17/26 02:17:00 PM,109.557,29.152,,,,,
439,07/17/26 02:18:00 PM,109.508,29.152,,,,,
440,07/17/26 02:19:00 PM,109.200,29.152,,,,,
441,07/17/26 02:20:00 PM,109.087,29.152,,,,,
442,07/17/26 02:21:00 PM,109.168,29.152,,,,,
443,07/17/26 02:22:00 PM,109.265,29.152,,,,,
444,07/17/26 02:23:00 PM,109.914,29.152,,,,,
445,07/17/26 02:24:00 PM,109.087,29.152,,,,,
446,07/17/26 02:25:00 PM,109.284,29.252,,,,,
447,07/17/26 02:26:00 PM,109.365,29.252,,,,,
448,07/17/26 02:27:00 PM,109.395,29.152,,,,,
449,07/17/26 02:28:00 PM,109.703,29.152,,,,,
450,07/17/26 02:29:00 PM,109.703,29.152,,,,,
451,07/17/26 02:30:00 PM,109.654,29.152,,,,,
452,07/17/26 02:31:00 PM,109.508,29.152,,,,,
453,07/17/26 02:32:00 PM,109.622,29.152,,,,,
